-0.572055, 0.190685, 9.915613, 311389577000
-0.503953, 0.108963, 9.466142, 311425069000
-0.463092, 0.272407, 9.575105, 311443014000
-0.503953, 0.340509, 9.847511, 311462575000
-0.381370, 0.313268, 9.888372, 311481435000
-0.231546, 0.231546, 9.997335, 311499776000
-0.108963, 0.081722, 10.038197, 311518697000
-0.231546, 0.081722, 9.847511, 311563680000
-0.190685, 0.190685, 9.956474, 311582326000
-0.231546, 0.149824, 9.915613, 311600637000
-0.272407, 0.081722, 9.765789, 311618459000
-0.272407, 0.040861, 9.847511, 311636312000
-0.272407, 0.040861, 9.915613, 311654775000
-0.272407, 0.108963, 9.956474, 311673116000
-0.299648, 0.108963, 9.956474, 311691671000
-0.340509, 0.081722, 9.888372, 311712789000
-0.340509, 0.081722, 9.997335, 311734914000
-0.272407, 0.081722, 9.956474, 311755636000
-0.149824, 0.000000, 9.806650, 311774160000
-0.190685, 0.040861, 9.765789, 311822866000
-0.190685, 0.081722, 10.079058, 311846608000
-0.231546, 0.081722, 10.038197, 311865346000
-0.231546, 0.040861, 9.888372, 311884176000
-0.299648, 0.081722, 9.888372, 311902578000
-0.340509, 0.149824, 9.956474, 311921468000
-0.340509, 0.108963, 9.956474, 311939840000
-0.422231, 0.081722, 9.997335, 311957998000
-0.572055, 0.108963, 9.956474, 311978109000
-0.572055, 0.149824, 9.997335, 311996267000
-0.503953, 0.108963, 10.228881, 312014364000
-0.503953, 0.149824, 10.269742, 312032644000
-0.572055, 0.231546, 10.079058, 312051717000
-0.694638, 0.149824, 9.847511, 312070913000
-0.694638, 0.231546, 9.697687, 312088888000
-0.572055, 0.272407, 9.765789, 312108053000
-0.463092, 0.149824, 9.806650, 312127797000
-0.503953, 0.081722, 9.956474, 312145955000
-0.503953, 0.231546, 10.188020, 312164266000
-0.503953, 0.381370, 10.337844, 312182699000
-0.531194, 0.340509, 10.310603, 312201497000
-0.531194, 0.231546, 10.228881, 312219777000
-0.463092, 0.149824, 10.119919, 312238149000
-0.299648, 0.149824, 10.038197, 312257985000
-0.299648, 0.149824, 10.119919, 312276143000
-0.340509, 0.190685, 10.079058, 312295492000
-0.422231, 0.149824, 10.147159, 312332387000
-0.299648, 0.149824, 10.038197, 312369497000
-0.299648, 0.081722, 9.847511, 312387227000
-0.190685, 0.040861, 10.038197, 312405233000
-0.149824, 0.081722, 9.997335, 312423360000
-0.108963, 0.081722, 9.997335, 312441579000
-0.108963, 0.149824, 10.038197, 312459310000
-0.081722, 0.231546, 10.147159, 312477590000
-0.000000, 0.272407, 10.228881, 312496023000
0.040861, 0.313268, 10.079058, 312514516000
0.040861, 0.313268, 10.038197, 312532979000
0.149824, 0.381370, 10.119919, 312551015000
0.231546, 0.463092, 10.228881, 312569265000
0.149824, 0.503953, 10.119919, 312588399000
0.081722, 0.531194, 10.038197, 312606710000
0.081722, 0.572055, 9.997335, 312626394000
0.081722, 0.612916, 9.997335, 312644918000
0.108963, 0.422231, 9.724928, 312663259000
0.272407, 0.108963, 9.534244, 312681814000
0.313268, 0.000000, 9.575105, 312699880000
0.272407, 0.081722, 9.697687, 312718648000
0.081722, 0.231546, 9.806650, 312737600000
-0.040861, 0.313268, 9.697687, 312755697000
-0.081722, 0.381370, 9.615966, 312775442000
-0.040861, 0.531194, 9.697687, 312794668000
-0.108963, 0.572055, 9.806650, 312813161000
-0.190685, 0.572055, 9.806650, 312831075000
-0.272407, 0.653777, 9.806650, 312849355000
-0.272407, 0.803600, 10.079058, 312867330000
-0.272407, 0.885323, 10.228881, 312885122000
-0.272407, 0.762739, 10.079058, 312903127000
-0.272407, 0.694638, 9.915613, 312921590000
-0.272407, 0.762739, 9.888372, 312940267000
-0.340509, 0.762739, 9.847511, 312959371000
-0.422231, 0.694638, 9.697687, 312977834000
-0.463092, 0.653777, 9.656827, 312996328000
-0.503953, 0.653777, 9.697687, 313014119000
-0.612916, 0.653777, 9.765789, 313032216000
-0.721878, 0.721878, 9.765789, 313050252000
-0.803600, 0.803600, 9.656827, 313070821000
-0.912563, 0.803600, 9.615966, 313089010000
-1.144109, 0.803600, 9.575105, 313125600000
-1.334794, 0.803600, 9.507003, 313143422000
-1.498238, 0.844462, 9.534244, 313161580000
-1.566340, 0.762739, 9.656827, 313179952000
-1.729784, 0.721878, 9.724928, 313198659000
-1.947710, 0.653777, 9.888372, 313216543000
-2.138395, 0.721878, 9.888372, 313235738000
-2.111154, 0.844462, 9.888372, 313254506000
-1.988571, 0.721878, 9.915613, 313272512000
-1.757025, 0.612916, 10.079058, 313290548000
-1.566340, 0.612916, 10.147159, 313308309000
-1.457377, 0.694638, 10.079058, 313327840000
-1.416516, 0.653777, 10.119919, 313345937000
-1.266692, 0.572055, 9.956474, 313366292000
-1.076007, 0.503953, 9.888372, 313384450000
-0.912563, 0.381370, 9.806650, 313402944000
-0.885323, 0.340509, 9.806650, 313420888000
-0.844462, 0.381370, 9.806650, 313438558000
-0.803600, 0.572055, 9.656827, 313461049000
-0.844462, 0.762739, 9.656827, 313479024000
-0.885323, 0.844462, 9.765789, 313496816000
-0.912563, 0.803600, 9.956474, 313514760000
-0.762739, 0.694638, 10.038197, 313532613000
-0.572055, 0.653777, 9.956474, 313551473000
-0.422231, 0.721878, 9.765789, 313569753000
-0.531194, 0.844462, 9.765789, 313587667000
-0.572055, 0.844462, 9.888372, 313606588000
-0.531194, 0.694638, 10.079058, 313624532000
-0.381370, 0.612916, 9.997335, 313643880000
-0.381370, 0.694638, 9.765789, 313664327000
-0.422231, 0.762739, 9.724928, 313682638000
-0.422231, 0.721878, 9.888372, 313700460000
-0.531194, 0.844462, 9.847511, 313718984000
-0.694638, 1.076007, 9.806650, 313737325000
-0.653777, 1.116868, 9.956474, 313755544000
-0.422231, 0.953424, 9.997335, 313773977000
-0.381370, 0.844462, 9.888372, 313792440000
-0.381370, 0.844462, 9.847511, 313810903000
-0.299648, 0.844462, 9.806650, 313829824000
-0.149824, 0.926184, 9.806650, 313848623000
-0.108963, 0.994285, 9.765789, 313866842000
-0.149824, 1.035146, 9.806650, 313885091000
-0.108963, 1.076007, 9.888372, 313903859000
-0.081722, 1.307553, 10.038197, 313921895000
-0.149824, 1.498238, 10.228881, 313939657000
-0.190685, 1.498238, 10.147159, 313959585000
-0.190685, 1.225831, 9.765789, 313977529000
-0.040861, 1.035146, 9.534244, 313995290000
0.108963, 0.994285, 9.656827, 314013509000
0.108963, 1.184970, 9.765789, 314031545000
0.081722, 1.266692, 9.915613, 314050405000
-0.000000, 1.225831, 9.915613, 314068166000
-0.108963, 1.076007, 9.806650, 314085805000
-0.231546, 0.994285, 9.697687, 314103963000
-0.000000, 1.116868, 9.888372, 314121908000
0.040861, 1.375655, 10.228881, 314140584000
-0.040861, 1.498238, 10.460427, 314159841000
-0.299648, 1.375655, 10.269742, 314178243000
-0.272407, 1.225831, 9.888372, 314196065000
-0.190685, 0.844462, 9.534244, 314213765000
-0.190685, 0.653777, 9.425281, 314231923000
-0.272407, 0.844462, 9.724928, 314250844000
-0.381370, 1.035146, 9.806650, 314270192000
-0.531194, 0.926184, 9.507003, 314288106000
-0.531194, 0.885323, 9.534244, 314306325000
-0.463092, 0.885323, 9.888372, 314324239000
-0.612916, 0.844462, 10.038197, 314342367000
-0.721878, 0.803600, 9.956474, 314361165000
-0.694638, 0.653777, 9.956474, 314378988000
-0.653777, 0.572055, 9.915613, 314397329000
-0.612916, 0.653777, 9.915613, 314416463000
-0.612916, 0.721878, 9.888372, 314434316000
-0.572055, 0.762739, 9.697687, 314453603000
-0.503953, 0.803600, 9.534244, 314472646000
-0.381370, 0.803600, 9.656827, 314490651000
-0.381370, 0.694638, 9.888372, 314508870000
-0.531194, 0.721878, 9.956474, 314527120000
-0.762739, 0.926184, 9.915613, 314546926000
-0.803600, 0.803600, 9.847511, 314567983000
-0.762739, 0.694638, 9.847511, 314586416000
-0.694638, 0.762739, 9.956474, 314609121000
-0.694638, 0.721878, 9.956474, 314629110000
-0.762739, 0.653777, 9.888372, 314651571000
-0.844462, 0.694638, 9.724928, 314673452000
-0.762739, 0.803600, 9.656827, 314692647000
